player_id,player_name,position,has_beard,has_mustache,is_redhead
00-0036553,00-0036553,Unknown,True,True,False
00-0036558,00-0036558,Unknown,True,True,False
00-0036559,00-0036559,Unknown,True,True,False
00-0036563,00-0036563,Unknown,True,True,False
00-0036564,00-0036564,Unknown,True,True,False
00-0036568,00-0036568,Unknown,True,True,False
00-0036576,00-0036576,Unknown,True,True,False
00-0036587,00-0036587,Unknown,False,True,False
00-0036589,00-0036589,Unknown,True,True,False
00-0036615,00-0036615,Unknown,True,True,False
00-0036617,00-0036617,Unknown,True,True,False
00-0036621,00-0036621,Unknown,True,True,False
00-0036624,00-0036624,Unknown,True,True,False
00-0036625,00-0036625,Unknown,True,True,False
00-0036629,00-0036629,Unknown,True,True,False
00-0036638,00-0036638,Unknown,True,True,False
00-0036642,00-0036642,Unknown,True,True,False
00-0036643,00-0036643,Unknown,True,True,False
00-0036644,00-0036644,Unknown,True,True,False
00-0036645,00-0036645,Unknown,True,True,False
00-0036648,00-0036648,Unknown,True,True,False
00-0036649,00-0036649,Unknown,True,True,False
00-0036658,00-0036658,Unknown,True,True,False
00-0036661,00-0036661,Unknown,True,True,False
00-0036672,00-0036672,Unknown,True,True,False
00-0036677,00-0036677,Unknown,False,True,False
00-0036682,00-0036682,Unknown,True,True,False
00-0036683,00-0036683,Unknown,False,True,False
00-0036695,00-0036695,Unknown,True,True,False
00-0036704,00-0036704,Unknown,True,True,False
00-0036705,00-0036705,Unknown,True,True,False
00-0036711,00-0036711,Unknown,True,True,False
00-0036716,00-0036716,Unknown,True,True,False
00-0036767,00-0036767,Unknown,True,True,False
00-0036802,00-0036802,Unknown,True,True,False
00-0036813,00-0036813,Unknown,True,True,False
00-0036843,00-0036843,Unknown,True,True,False
00-0036844,00-0036844,Unknown,True,True,False
00-0036850,00-0036850,Unknown,True,True,False
00-0036870,00-0036870,Unknown,True,True,False
00-0036871,00-0036871,Unknown,True,True,False
00-0036874,00-0036874,Unknown,True,True,False
00-0036878,00-0036878,Unknown,True,True,False
00-0036879,00-0036879,Unknown,False,False,False
00-0036881,00-0036881,Unknown,True,True,False
00-0036882,00-0036882,Unknown,True,True,False
00-0036883,00-0036883,Unknown,True,True,False
00-0036884,00-0036884,Unknown,False,True,False
00-0036885,00-0036885,Unknown,True,True,False
00-0036888,00-0036888,Unknown,True,True,False
00-0036896,00-0036896,Unknown,True,True,False
00-0036898,00-0036898,Unknown,True,False,False
00-0036901,00-0036901,Unknown,True,True,False
00-0036902,00-0036902,Unknown,True,True,False
00-0036903,00-0036903,Unknown,True,True,False
00-0036904,00-0036904,Unknown,True,True,False
00-0036909,00-0036909,Unknown,True,True,False
00-0036914,00-0036914,Unknown,True,True,False
00-0036915,00-0036915,Unknown,False,True,False
00-0036916,00-0036916,Unknown,True,True,False
00-0036920,00-0036920,Unknown,True,True,False
00-0036922,00-0036922,Unknown,True,True,False
00-0036926,00-0036926,Unknown,True,True,False
00-0036927,00-0036927,Unknown,True,True,False
00-0036928,00-0036928,Unknown,True,True,False
00-0036932,00-0036932,Unknown,True,True,False
00-0036933,00-0036933,Unknown,True,True,False
00-0036937,00-0036937,Unknown,True,True,False
00-0036938,00-0036938,Unknown,True,True,False
00-0036940,00-0036940,Unknown,True,True,False
00-0036941,00-0036941,Unknown,True,True,False
00-0036942,00-0036942,Unknown,True,True,False
00-0036944,00-0036944,Unknown,False,False,False
00-0036948,00-0036948,Unknown,True,True,False
00-0036952,00-0036952,Unknown,True,True,False
00-0036954,00-0036954,Unknown,True,True,False
00-0036961,00-0036961,Unknown,True,True,False
00-0036962,00-0036962,Unknown,True,True,False
00-0036964,00-0036964,Unknown,True,True,False
00-0036967,00-0036967,Unknown,False,False,False
00-0036974,00-0036974,Unknown,False,True,False
00-0036981,00-0036981,Unknown,True,True,False
00-0036982,00-0036982,Unknown,True,True,False
00-0036986,00-0036986,Unknown,True,True,False
00-0036987,00-0036987,Unknown,True,True,False
00-0036989,00-0036989,Unknown,True,True,False
00-0036990,00-0036990,Unknown,True,True,False
00-0036992,00-0036992,Unknown,True,True,False
00-0036993,00-0036993,Unknown,True,True,False
00-0036994,00-0036994,Unknown,True,True,False
00-0036995,00-0036995,Unknown,True,True,False
00-0036996,00-0036996,Unknown,True,True,False
00-0036998,00-0036998,Unknown,True,True,False
00-0037000,00-0037000,Unknown,True,True,False
00-0037003,00-0037003,Unknown,False,False,False
00-0037007,00-0037007,Unknown,True,True,False
00-0037008,00-0037008,Unknown,True,True,False
00-0037034,00-0037034,Unknown,True,True,False
00-0037051,00-0037051,Unknown,True,True,False
00-0037057,00-0037057,Unknown,True,True,False
00-0037073,00-0037073,Unknown,True,True,False
00-0037074,00-0037074,Unknown,True,True,False
00-0037075,00-0037075,Unknown,True,True,False
00-0037079,00-0037079,Unknown,True,True,False
00-0037080,00-0037080,Unknown,True,True,False
00-0037082,00-0037082,Unknown,True,True,False
00-0037083,00-0037083,Unknown,True,True,False
00-0037084,00-0037084,Unknown,True,True,False
00-0037094,00-0037094,Unknown,False,False,False
00-0037096,00-0037096,Unknown,True,True,False
00-0037106,00-0037106,Unknown,True,True,False
00-0037109,00-0037109,Unknown,False,False,False
00-0037129,00-0037129,Unknown,True,True,False
00-0037130,00-0037130,Unknown,False,False,False
00-0037137,00-0037137,Unknown,True,True,False
00-0037141,00-0037141,Unknown,True,True,False
00-0037152,00-0037152,Unknown,True,True,False
00-0037155,00-0037155,Unknown,True,True,False
00-0037179,00-0037179,Unknown,True,True,False
00-0037184,00-0037184,Unknown,True,True,False
00-0037190,00-0037190,Unknown,False,False,False
00-0037191,00-0037191,Unknown,True,True,False
00-0037192,00-0037192,Unknown,True,False,False
00-0037193,00-0037193,Unknown,True,True,False
00-0037195,00-0037195,Unknown,True,True,False
00-0037198,00-0037198,Unknown,True,True,False
00-0037203,00-0037203,Unknown,True,True,False
00-0037205,00-0037205,Unknown,True,True,False
00-0037208,00-0037208,Unknown,True,True,False
00-0037235,00-0037235,Unknown,True,True,False
00-0037236,00-0037236,Unknown,True,True,False
00-0037237,00-0037237,Unknown,True,True,False
00-0037242,00-0037242,Unknown,True,True,False
00-0037244,00-0037244,Unknown,True,True,False
00-0037245,00-0037245,Unknown,True,True,False
00-0037246,00-0037246,Unknown,True,True,False
00-0037249,00-0037249,Unknown,True,True,False
00-0037250,00-0037250,Unknown,True,True,False
00-0037251,00-0037251,Unknown,True,True,False
00-0037254,00-0037254,Unknown,True,True,False
00-0037259,00-0037259,Unknown,True,True,False
00-0037260,00-0037260,Unknown,True,True,False
00-0037262,00-0037262,Unknown,True,True,False
00-0037268,00-0037268,Unknown,True,True,False
00-0037269,00-0037269,Unknown,True,True,False
00-0037270,00-0037270,Unknown,True,True,False
00-0037275,00-0037275,Unknown,True,True,False
00-0037280,00-0037280,Unknown,True,True,False
00-0037281,00-0037281,Unknown,True,True,False
00-0037283,00-0037283,Unknown,True,True,False
00-0037285,00-0037285,Unknown,True,True,False
00-0037288,00-0037288,Unknown,True,True,False
00-0037289,00-0037289,Unknown,True,True,False
00-0037293,00-0037293,Unknown,True,True,False
00-0037294,00-0037294,Unknown,True,True,False
00-0037296,00-0037296,Unknown,True,True,False
00-0037298,00-0037298,Unknown,True,True,False
00-0037301,00-0037301,Unknown,True,True,False
00-0037303,00-0037303,Unknown,True,True,False
00-0037307,00-0037307,Unknown,True,True,False
00-0037310,00-0037310,Unknown,True,True,False
00-0037313,00-0037313,Unknown,False,False,False
00-0037315,00-0037315,Unknown,True,True,False
00-0037316,00-0037316,Unknown,True,True,False
00-0037320,00-0037320,Unknown,True,True,False
00-0037321,00-0037321,Unknown,True,True,False
00-0037323,00-0037323,Unknown,True,True,False
00-0037327,00-0037327,Unknown,True,True,False
00-0037330,00-0037330,Unknown,True,True,False
00-0037332,00-0037332,Unknown,True,True,False
00-0037353,00-0037353,Unknown,True,True,False
00-0037356,00-0037356,Unknown,True,True,False
00-0037364,00-0037364,Unknown,True,True,False
00-0037375,00-0037375,Unknown,True,True,False
00-0037383,00-0037383,Unknown,True,True,False
00-0037384,00-0037384,Unknown,True,True,False
00-0037392,00-0037392,Unknown,True,False,False
00-0037393,00-0037393,Unknown,True,True,False
00-0037431,00-0037431,Unknown,True,True,False
00-0037447,00-0037447,Unknown,True,True,False
00-0037459,00-0037459,Unknown,True,True,False
00-0037461,00-0037461,Unknown,True,True,False
00-0037469,00-0037469,Unknown,True,True,False
00-0037474,00-0037474,Unknown,True,True,False
00-0037481,00-0037481,Unknown,False,False,False
00-0037493,00-0037493,Unknown,True,True,False
00-0037512,00-0037512,Unknown,True,True,False
00-0037516,00-0037516,Unknown,True,True,False
00-0037517,00-0037517,Unknown,True,True,False
00-0037522,00-0037522,Unknown,True,True,False
00-0037526,00-0037526,Unknown,True,True,False
00-0037527,00-0037527,Unknown,True,True,False
00-0037544,00-0037544,Unknown,True,True,False
00-0037549,00-0037549,Unknown,True,True,False
00-0037560,00-0037560,Unknown,True,True,False
00-0037561,00-0037561,Unknown,True,True,False
00-0037578,00-0037578,Unknown,True,True,False
00-0037587,00-0037587,Unknown,True,True,False
00-0037593,00-0037593,Unknown,True,True,False
00-0037602,00-0037602,Unknown,True,True,False
00-0037608,00-0037608,Unknown,True,True,False
00-0037611,00-0037611,Unknown,True,True,False
00-0037616,00-0037616,Unknown,True,True,False
00-0037633,00-0037633,Unknown,True,True,False
00-0037661,00-0037661,Unknown,True,True,False
00-0037663,00-0037663,Unknown,True,True,False
00-0037665,00-0037665,Unknown,True,True,False
00-0037667,00-0037667,Unknown,True,True,False
00-0037743,00-0037743,Unknown,True,True,False
00-0037751,00-0037751,Unknown,True,True,False
00-0037752,00-0037752,Unknown,True,True,False
00-0037753,00-0037753,Unknown,False,False,False
00-0037756,00-0037756,Unknown,True,True,False
00-0037758,00-0037758,Unknown,True,True,False
00-0037799,00-0037799,Unknown,True,True,False
00-0037808,00-0037808,Unknown,True,True,False
00-0037811,00-0037811,Unknown,False,False,False
00-0037813,00-0037813,Unknown,True,True,False
00-0037815,00-0037815,Unknown,True,True,False
00-0037819,00-0037819,Unknown,False,False,False
00-0037822,00-0037822,Unknown,True,True,False
00-0037823,00-0037823,Unknown,True,True,False
00-0037830,00-0037830,Unknown,True,True,False
00-0037832,00-0037832,Unknown,True,True,False
00-0037839,00-0037839,Unknown,True,True,False
00-0037841,00-0037841,Unknown,True,True,False
00-0037842,00-0037842,Unknown,True,False,False
00-0037843,00-0037843,Unknown,True,True,False
00-0037844,00-0037844,Unknown,True,True,False
00-0038038,00-0038038,Unknown,False,False,False
00-0038039,00-0038039,Unknown,True,True,False
00-0038043,00-0038043,Unknown,False,False,False
00-0038093,00-0038093,Unknown,True,True,False
00-0038096,00-0038096,Unknown,True,True,False
00-0038099,00-0038099,Unknown,True,True,False
00-0038100,00-0038100,Unknown,False,False,False
00-0038101,00-0038101,Unknown,True,True,False
00-0038105,00-0038105,Unknown,True,True,False
00-0038107,00-0038107,Unknown,True,True,False
00-0038111,00-0038111,Unknown,True,True,False
00-0038116,00-0038116,Unknown,True,True,False
00-0038121,00-0038121,Unknown,True,True,False
00-0038123,00-0038123,Unknown,True,True,False
00-0038125,00-0038125,Unknown,True,True,False
00-0038127,00-0038127,Unknown,True,True,False
00-0038130,00-0038130,Unknown,True,True,False
00-0038133,00-0038133,Unknown,True,True,False
00-0038135,00-0038135,Unknown,True,True,False
00-0038136,00-0038136,Unknown,True,True,False
00-0038142,00-0038142,Unknown,True,True,False
00-0038150,00-0038150,Unknown,True,True,False
00-0038386,00-0038386,Unknown,True,True,False
00-0038387,00-0038387,Unknown,True,True,False
00-0038390,00-0038390,Unknown,True,True,False
00-0038391,00-0038391,Unknown,True,True,False
00-0038395,00-0038395,Unknown,True,True,False
00-0038398,00-0038398,Unknown,True,True,False
00-0038401,00-0038401,Unknown,True,True,False
00-0038403,00-0038403,Unknown,False,True,False
00-0038404,00-0038404,Unknown,True,True,False
00-0038407,00-0038407,Unknown,False,False,False
00-0038408,00-0038408,Unknown,True,True,False
00-0038411,00-0038411,Unknown,False,False,False
00-0038412,00-0038412,Unknown,True,True,False
00-0038413,00-0038413,Unknown,True,True,False
00-0038462,00-0038462,Unknown,True,True,False
00-0038463,00-0038463,Unknown,True,True,False
00-0038475,00-0038475,Unknown,True,True,False
00-0038479,00-0038479,Unknown,True,True,False
00-0038482,00-0038482,Unknown,True,True,False
00-0038487,00-0038487,Unknown,False,True,False
00-0038489,00-0038489,Unknown,False,False,False
00-0038504,00-0038504,Unknown,True,True,False
00-0038505,00-0038505,Unknown,True,True,False
00-0038506,00-0038506,Unknown,True,True,False
00-0038513,00-0038513,Unknown,True,True,False
00-0038514,00-0038514,Unknown,False,False,False
00-0038535,00-0038535,Unknown,True,False,False
00-0038541,00-0038541,Unknown,False,True,False
00-0038545,00-0038545,Unknown,True,True,False
00-0038546,00-0038546,Unknown,True,True,False
00-0038549,00-0038549,Unknown,True,True,False
00-0038553,00-0038553,Unknown,True,True,False
00-0038554,00-0038554,Unknown,True,True,False
00-0038557,00-0038557,Unknown,True,True,False
00-0038560,00-0038560,Unknown,False,True,False
00-0038572,00-0038572,Unknown,True,True,False
00-0038577,00-0038577,Unknown,True,True,False
00-0038578,00-0038578,Unknown,True,True,False
00-0038580,00-0038580,Unknown,True,True,False
00-0038581,00-0038581,Unknown,True,True,False
00-0038582,00-0038582,Unknown,True,True,False
00-0038587,00-0038587,Unknown,True,True,False
00-0038588,00-0038588,Unknown,True,True,False
00-0038591,00-0038591,Unknown,True,True,False
00-0038594,00-0038594,Unknown,True,True,False
00-0038599,00-0038599,Unknown,True,True,False
00-0038600,00-0038600,Unknown,True,True,False
00-0038603,00-0038603,Unknown,True,True,False
00-0038614,00-0038614,Unknown,True,True,True
00-0038617,00-0038617,Unknown,True,True,False
00-0038623,00-0038623,Unknown,True,True,False
00-0038624,00-0038624,Unknown,True,True,False
00-0038641,00-0038641,Unknown,True,True,False
00-0038642,00-0038642,Unknown,True,True,False
00-0038646,00-0038646,Unknown,True,True,False
00-0038648,00-0038648,Unknown,True,True,False
00-0038653,00-0038653,Unknown,True,True,False
00-0038660,00-0038660,Unknown,True,True,False
00-0038661,00-0038661,Unknown,True,True,False
00-0038674,00-0038674,Unknown,False,False,False
00-0038684,00-0038684,Unknown,False,False,False
00-0038724,00-0038724,Unknown,True,True,False
00-0038737,00-0038737,Unknown,True,True,False
00-0038765,00-0038765,Unknown,True,True,False
00-0038778,00-0038778,Unknown,True,True,False
00-0038782,00-0038782,Unknown,True,True,False
00-0038788,00-0038788,Unknown,True,True,False
00-0038791,00-0038791,Unknown,True,True,False
00-0038795,00-0038795,Unknown,True,True,False
00-0038801,00-0038801,Unknown,True,True,False
00-0038807,00-0038807,Unknown,True,True,False
00-0038811,00-0038811,Unknown,True,True,False
00-0038812,00-0038812,Unknown,True,True,False
00-0038820,00-0038820,Unknown,True,True,False
00-0038823,00-0038823,Unknown,True,True,False
00-0038835,00-0038835,Unknown,True,True,False
00-0038841,00-0038841,Unknown,True,True,False
00-0038845,00-0038845,Unknown,True,False,False
00-0038853,00-0038853,Unknown,False,False,False
00-0038866,00-0038866,Unknown,True,True,False
00-0038877,00-0038877,Unknown,True,True,False
00-0038908,00-0038908,Unknown,True,True,False
00-0038922,00-0038922,Unknown,True,True,False
00-0038937,00-0038937,Unknown,True,True,False
00-0038940,00-0038940,Unknown,True,True,False
00-0038961,00-0038961,Unknown,True,True,False
00-0038966,00-0038966,Unknown,False,True,False
00-0038980,00-0038980,Unknown,True,True,False
00-0038982,00-0038982,Unknown,True,True,False
00-0038984,00-0038984,Unknown,False,True,False
00-0038985,00-0038985,Unknown,True,True,False
00-0038986,00-0038986,Unknown,True,True,False
00-0038995,00-0038995,Unknown,True,True,False
00-0038998,00-0038998,Unknown,False,False,False
00-0039000,00-0039000,Unknown,True,True,False
00-0039002,00-0039002,Unknown,True,True,False
00-0039003,00-0039003,Unknown,True,True,False
00-0039006,00-0039006,Unknown,True,True,False
00-0039007,00-0039007,Unknown,True,True,False
00-0039009,00-0039009,Unknown,True,True,False
00-0039013,00-0039013,Unknown,True,True,False
00-0039018,00-0039018,Unknown,True,True,False
00-0039031,00-0039031,Unknown,True,True,False
00-0039047,00-0039047,Unknown,True,True,False
00-0039049,00-0039049,Unknown,True,True,False
00-0039051,00-0039051,Unknown,True,True,False
00-0039054,00-0039054,Unknown,True,True,False
00-0039061,00-0039061,Unknown,True,True,False
00-0039063,00-0039063,Unknown,True,True,False
00-0039068,00-0039068,Unknown,False,False,False
00-0039070,00-0039070,Unknown,False,False,False
00-0039071,00-0039071,Unknown,True,True,False
00-0039072,00-0039072,Unknown,True,True,False
00-0039076,00-0039076,Unknown,True,True,False
00-0039108,00-0039108,Unknown,True,True,False
00-0039110,00-0039110,Unknown,False,False,False
00-0039111,00-0039111,Unknown,True,True,False
00-0039112,00-0039112,Unknown,False,False,False
00-0039137,00-0039137,Unknown,True,True,False
00-0039138,00-0039138,Unknown,True,True,False
00-0039140,00-0039140,Unknown,True,True,False
00-0039141,00-0039141,Unknown,True,True,False
00-0039142,00-0039142,Unknown,True,True,False
00-0039143,00-0039143,Unknown,True,True,False
00-0039148,00-0039148,Unknown,True,False,False
00-0039149,00-0039149,Unknown,True,True,False
00-0039155,00-0039155,Unknown,True,True,False
00-0039156,00-0039156,Unknown,True,True,False
00-0039167,00-0039167,Unknown,True,True,False
00-0039169,00-0039169,Unknown,True,True,False
00-0039234,00-0039234,Unknown,True,True,False
00-0039235,00-0039235,Unknown,True,True,False
00-0039285,00-0039285,Unknown,True,True,False
00-0039289,00-0039289,Unknown,True,True,False
00-0039292,00-0039292,Unknown,True,True,False
00-0039309,00-0039309,Unknown,True,True,False
00-0039313,00-0039313,Unknown,True,True,True
00-0039324,00-0039324,Unknown,False,False,False
00-0039340,00-0039340,Unknown,True,True,False
00-0039343,00-0039343,Unknown,False,False,False
00-0039345,00-0039345,Unknown,True,True,False
00-0039346,00-0039346,Unknown,False,False,False
00-0039352,00-0039352,Unknown,True,True,False
00-0039353,00-0039353,Unknown,True,True,False
00-0039354,00-0039354,Unknown,True,True,False
00-0039357,00-0039357,Unknown,False,True,False
00-0039360,00-0039360,Unknown,False,False,False
00-0039366,00-0039366,Unknown,True,True,False
00-0039367,00-0039367,Unknown,True,True,False
00-0039369,00-0039369,Unknown,False,True,False
00-0039371,00-0039371,Unknown,True,True,False
00-0039372,00-0039372,Unknown,True,True,False
00-0039374,00-0039374,Unknown,False,True,False
00-0039375,00-0039375,Unknown,True,True,False
00-0039377,00-0039377,Unknown,True,True,False
00-0039378,00-0039378,Unknown,True,True,False
00-0039390,00-0039390,Unknown,True,True,False
00-0039398,00-0039398,Unknown,True,True,False
00-0039402,00-0039402,Unknown,False,True,False
00-0039406,00-0039406,Unknown,True,True,False
00-0039412,00-0039412,Unknown,True,True,False
00-0039413,00-0039413,Unknown,False,True,False
00-0039414,00-0039414,Unknown,True,True,False
00-0039417,00-0039417,Unknown,True,True,False
00-0039423,00-0039423,Unknown,True,True,False
00-0039430,00-0039430,Unknown,True,True,False
00-0039431,00-0039431,Unknown,True,True,False
00-0039435,00-0039435,Unknown,True,True,False
00-0039453,00-0039453,Unknown,False,False,False
00-0039454,00-0039454,Unknown,True,True,False
00-0039457,00-0039457,Unknown,True,True,False
00-0039539,00-0039539,Unknown,True,True,False
00-0039586,00-0039586,Unknown,False,True,False
00-0039601,00-0039601,Unknown,True,True,False
00-0039610,00-0039610,Unknown,True,True,False
00-0039620,00-0039620,Unknown,True,True,False
00-0039622,00-0039622,Unknown,False,False,False
00-0039637,00-0039637,Unknown,True,True,False
00-0039640,00-0039640,Unknown,True,True,False
00-0039660,00-0039660,Unknown,True,True,False
00-0039676,00-0039676,Unknown,True,True,False
00-0039692,00-0039692,Unknown,True,True,False
00-0039718,00-0039718,Unknown,True,True,False
00-0039734,00-0039734,Unknown,True,True,False
00-0039740,00-0039740,Unknown,True,True,False
00-0039741,00-0039741,Unknown,True,True,False
00-0039749,00-0039749,Unknown,True,True,False
00-0039763,00-0039763,Unknown,False,True,False
00-0039764,00-0039764,Unknown,True,True,False
00-0039772,00-0039772,Unknown,True,True,False
00-0039774,00-0039774,Unknown,True,True,False
00-0039776,00-0039776,Unknown,True,True,False
00-0039789,00-0039789,Unknown,True,True,False
00-0039795,00-0039795,Unknown,True,True,False
00-0039807,00-0039807,Unknown,True,True,False
00-0039809,00-0039809,Unknown,False,False,False
00-0039812,00-0039812,Unknown,True,True,False
00-0039813,00-0039813,Unknown,True,True,False
00-0039815,00-0039815,Unknown,True,True,False
00-0039818,00-0039818,Unknown,False,True,False
00-0039821,00-0039821,Unknown,True,True,False
00-0039825,00-0039825,Unknown,True,True,False
00-0039826,00-0039826,Unknown,True,True,False
00-0039829,00-0039829,Unknown,True,True,False
00-0039834,00-0039834,Unknown,True,True,False
00-0039838,00-0039838,Unknown,True,True,False
00-0039840,00-0039840,Unknown,True,True,False
00-0039841,00-0039841,Unknown,False,False,False
00-0039850,00-0039850,Unknown,True,True,False
00-0039852,00-0039852,Unknown,True,True,False
00-0039854,00-0039854,Unknown,True,True,False
00-0039858,00-0039858,Unknown,True,True,False
00-0039864,00-0039864,Unknown,True,True,False
00-0039867,00-0039867,Unknown,True,True,False
00-0039872,00-0039872,Unknown,False,False,False
00-0039878,00-0039878,Unknown,True,True,False
00-0039879,00-0039879,Unknown,True,True,False
00-0039881,00-0039881,Unknown,True,True,False
00-0039886,00-0039886,Unknown,True,True,False
00-0039888,00-0039888,Unknown,True,True,False
00-0039889,00-0039889,Unknown,False,False,False
00-0039895,00-0039895,Unknown,True,True,False
00-0039900,00-0039900,Unknown,True,True,False
00-0039902,00-0039902,Unknown,True,True,False
00-0039903,00-0039903,Unknown,True,True,False
00-0039906,00-0039906,Unknown,True,True,False
00-0039911,00-0039911,Unknown,True,True,False
00-0039924,00-0039924,Unknown,True,True,False
